kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
8379705,K02507.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,11.1296971,9.10E-05,-9.10E-05,138.57573,6.45E-03,-6.45E-03,0.572,0.383,-0.369,2.942,0.218,-0.218,3.71E+02,3.00E+01,-3.00E+01,1.93,6.20E-01,-2.00E-01,843,,,119.44,115.92,-36.66,14.7,1,q1_q17_dr25_tce,6122,190,-232,4.487,0.052,-0.208,0.964,0.309,-0.097,296.60141,44.32526,15.859
9896018,K02579.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,2.7296036,1.31E-05,-1.31E-05,133.28661,3.79E-03,-3.79E-03,0.509,0.428,-0.308,2.721,0.123,-0.123,1.46E+02,8.80E+00,-8.80E+00,1.53,2.60E-01,-2.20E-01,1455,,,1056.15,466.02,-319.04,18.4,1,q1_q17_dr25_tce,5887,70,-79,4.292,0.12,-0.12,1.235,0.213,-0.175,293.98871,46.718021,15.147
11037511,K02580.01,Kepler-1281 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.11604194,1.19E-05,-1.19E-05,133.84988,2.85E-03,-2.85E-03,0.195,0.283,-0.195,1.7763,0.099,-0.099,3.45E+02,2.11E+01,-2.11E+01,1.59,4.30E-01,-1.10E-01,1123,,,375.55,315.68,-92.68,18.8,1,q1_q17_dr25_tce,5591,175,-194,4.559,0.033,-0.187,0.86,0.237,-0.059,295.35446,48.5154,15.79
9757613,K00250.04,Kepler-26 e,CONFIRMED,CANDIDATE,0.965,0,0,0,0,46.82767725,9.79E-05,-9.79E-05,136.74468,1.79E-03,-1.79E-03,0.393,0.027,-0.393,1.9033,0.0569,-0.0569,1.54E+03,5.29E+01,-5.29E+01,2.13,1.20E-01,-1.60E-01,276,,,1.37,0.28,-0.3,32.4,3,q1_q17_dr25_tce,3879,77,-85,4.708,0.045,-0.021,0.537,0.03,-0.041,284.94098,46.56654,15.473
11818872,K02581.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,12.7372371,1.30E-04,-1.30E-04,136.0162,8.64E-03,-8.64E-03,0.364,0.083,-0.364,3.358,0.225,-0.225,1.01E+02,9.40E+00,-9.40E+00,0.87,9.00E-02,-5.00E-02,697,,,55.82,17.76,-9.93,12.9,1,q1_q17_dr25_tce,5420,108,-97,4.502,0.058,-0.078,0.868,0.09,-0.052,294.35092,50.081089,13.463
11771430,K02582.01,,CANDIDATE,CANDIDATE,0.984,0,0,0,0,40.0306267,3.40E-04,-3.40E-04,148.85882,7.73E-03,-7.73E-03,0.322,0.131,-0.322,4.815,0.188,-0.188,2.15E+02,1.28E+01,-1.28E+01,2.01,3.50E-01,-3.80E-01,617,,,34.19,16.13,-13.41,19.5,1,q1_q17_dr25_tce,5855,104,-116,4.227,0.143,-0.117,1.373,0.235,-0.259,295.84653,49.936131,13.628
5513012,K02668.01,Kepler-1310 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.679336747,8.23E-07,-8.23E-07,132.856178,9.84E-04,-9.84E-04,0.209,0.239,-0.209,1.2188,0.0366,-0.0366,2.41E+02,7.70E+00,-7.70E+00,1.4,1.60E-01,-8.00E-02,1883,,,2982.78,913.26,-501.97,36.7,1,q1_q17_dr25_tce,5440,73,-81,4.491,0.045,-0.098,0.913,0.103,-0.055,283.92004,40.740131,14.159
11761199,K02669.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,213.6103207,1.73E-04,-1.73E-04,141.655562,5.62E-04,-5.62E-04,0.977,1.928,-0.105,10.7643,0.0635,-0.0635,1.11E+05,2.42E+02,-2.42E+02,46.07,1.14E+01,-4.09E+00,291,,,1.69,1.24,-0.45,534.5,1,q1_q17_dr25_tce,5931,160,-178,4.554,0.033,-0.176,0.845,0.209,-0.075,290.75183,49.972301,15.619
8074805,K02670.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,170.8658492,1.25E-04,-1.25E-04,299.660385,5.34E-04,-5.34E-04,0.684,0.003,-0.003,16.9895,0.0343,-0.0343,2.98E+04,4.03E+01,-4.03E+01,24.4,3.85E+00,-4.30E+00,387,,,5.33,2.4,-1.99,897,1,q1_q17_dr25_tce,5989,119,-119,4.221,0.149,-0.108,1.324,0.209,-0.233,281.05594,43.92374,14.412
2437505,K02671.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,21.47642727,2.44E-05,-2.44E-05,149.26156,1.13E-03,-1.13E-03,0.006,0.028,-0.006,5.5498,0.0293,-0.0293,3.48E+05,2.29E+03,-2.29E+03,59.5,0.00E+00,0.00E+00,655,,,43.52,0,0,124.8,1,q1_q17_dr25_tce,5780,,,4.438,,,1,,,290.23032,37.777481,17.29
2437505,K02671.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,17.5509742,3.39E-04,-3.39E-04,133.9459,1.85E-02,-1.85E-02,0.2023,0.2665,-0.2022,4.064,0.456,-0.456,3.86E+03,5.30E+02,-5.30E+02,5.97,0.00E+00,0.00E+00,700,,,56.9,0,0,9.7,,,5780,,,4.438,,,1,,,290.23032,37.777481,17.29
11253827,K02672.01,Kepler-396 c,CONFIRMED,CANDIDATE,0.82,0,0,0,0,88.5122014,2.74E-04,-2.74E-04,182.67266,2.39E-03,-2.39E-03,0.242,0.177,-0.242,6.8214,0.0958,-0.0958,2.52E+03,4.33E+01,-4.33E+01,4.7,6.10E-01,-3.70E-01,390,,,5.47,2.08,-1.19,63.1,2,q1_q17_dr25_tce,5593,111,-111,4.45,0.068,-0.102,0.945,0.122,-0.075,296.13281,48.977402,11.921
3533469,K02430.01,,FALSE POSITIVE,FALSE POSITIVE,0.387,0,0,1,0,10.21507506,8.24E-05,-8.24E-05,133.64546,6.63E-03,-6.63E-03,0.1,0.358,-0.1,3.395,0.171,-0.171,2.59E+02,1.74E+01,-1.74E+01,1.5,1.70E-01,-1.40E-01,780,,,87.48,27.17,-19.37,17.4,1,q1_q17_dr25_tce,5406,75,-75,4.433,0.085,-0.085,0.95,0.108,-0.088,288.10608,38.659061,14.338
8956706,K02431.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,8.3806973,1.74E-04,-1.74E-04,134.7287,1.10E-02,-1.10E-02,0.5317,0.0472,-0.4463,3.028,0.39,-0.39,6.51E+02,6.53E+01,-6.53E+01,1.91,3.40E-01,-1.50E-01,701,,,57.04,35.78,-14.38,4.6,,,5062,202,-157,4.601,0.031,-0.101,0.735,0.132,-0.058,293.24487,45.298279,15.97
7047363,K02432.01,Kepler-1236 b,CONFIRMED,CANDIDATE,1,0,0,0,0,31.0572947,2.30E-04,-2.30E-04,147.56275,6.16E-03,-6.16E-03,0.335,0.135,-0.335,3.401,0.197,-0.197,6.37E+02,4.66E+01,-4.66E+01,1.85,3.40E-01,-1.40E-01,480,,,12.57,7.33,-2.98,15.8,1,q1_q17_dr25_tce,5395,177,-144,4.615,0.035,-0.112,0.734,0.132,-0.057,295.62469,42.545898,15.956
11968463,K02433.01,Kepler-385 c,CONFIRMED,CANDIDATE,0.982,0,0,0,0,15.1622287,1.24E-04,-1.24E-04,144.474,8.19E-03,-8.19E-03,0.959,0.014,-0.651,7.332,0.448,-0.448,4.80E+02,1.87E+01,-1.87E+01,3.12,1.09E+00,-3.60E-01,829,,,111.74,114.89,-37.97,28.5,2,q1_q17_dr25_tce,6325,174,-261,4.409,0.058,-0.218,1.112,0.388,-0.129,294.33847,50.33654,15.212
11968463,K02433.02,Kepler-385 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.04378351,6.55E-05,-6.55E-05,353.61859,4.17E-03,-4.17E-03,0.953,0.011,-0.648,5.548,0.223,-0.223,4.38E+02,1.66E+01,-1.66E+01,2.94,1.03E+00,-3.40E-01,951,,,193.39,198.85,-65.71,28.8,1,q1_q17_dr25_tce,6325,174,-261,4.409,0.058,-0.218,1.112,0.388,-0.129,294.33847,50.33654,15.212
8836888,K02508.01,,CANDIDATE,CANDIDATE,0.294,0,0,0,0,7.10397925,2.42E-05,-2.42E-05,136.33096,2.73E-03,-2.73E-03,0.192,0.258,-0.192,1.5398,0.0989,-0.0989,3.71E+02,2.60E+01,-2.60E+01,1.51,3.10E-01,-1.40E-01,818,,,105.84,68.12,-27.11,16.8,1,q1_q17_dr25_tce,5488,166,-149,4.584,0.036,-0.135,0.789,0.164,-0.07,297.90738,45.03231,15.164
9880190,K02509.01,Kepler-1263 b,CONFIRMED,CANDIDATE,0.976,0,0,0,0,4.5513988,2.00E-05,-2.00E-05,133.05954,3.60E-03,-3.60E-03,0.248,0.199,-0.248,2.457,0.101,-0.101,1.89E+02,1.14E+01,-1.14E+01,1.13,4.00E-02,-9.00E-02,907,,,159.65,24.49,-31.24,19.4,1,q1_q17_dr25_tce,5009,80,-80,4.491,0.077,-0.028,0.84,0.034,-0.062,286.48364,46.752621,15.035
5364071,K00248.02,Kepler-49 c,CONFIRMED,CANDIDATE,1,0,0,0,0,10.91274065,1.47E-05,-1.47E-05,169.85247,1.05E-03,-1.05E-03,0.685,0.192,-0.459,2.1801,0.0445,-0.0445,1.39E+03,2.65E+01,-2.65E+01,2.13,1.20E-01,-1.60E-01,443,,,9.12,1.88,-2,57.4,3,q1_q17_dr25_tce,3834,77,-84,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264
5392702,K02510.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,12.2141545,1.87E-04,-1.87E-04,141.3677,1.21E-02,-1.21E-02,1.175,26.7,-0.538,10.262,0.724,-0.724,5.36E+02,2.76E+01,-2.76E+01,18.13,3.48E+00,-1.49E+00,683,,,51.37,32.51,-13.95,24.7,1,q1_q17_dr25_tce,5435,193,-193,4.578,0.025,-0.136,0.824,0.158,-0.068,299.03641,40.583172,15.352
8429566,K02511.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,3.732261,2.13E-05,-2.13E-05,131.93795,3.89E-03,-3.89E-03,0.4,0.053,-0.4,2.054,0.155,-0.155,1.54E+02,1.21E+01,-1.21E+01,1.09,2.90E-01,-1.30E-01,1119,,,369.47,290.7,-110.19,15.7,1,q1_q17_dr25_tce,5762,155,-155,4.495,0.072,-0.18,0.867,0.232,-0.1,291.35867,44.424252,14.834
10387742,K02583.01,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,3.03267135,1.37E-05,-1.37E-05,134.0668,3.81E-03,-3.81E-03,0.238,0.232,-0.238,1.774,0.122,-0.122,4.24E+01,3.20E+00,-3.20E+00,0.6,8.00E-02,-4.00E-02,1187,,,468.31,187.65,-91.73,15.6,1,q1_q17_dr25_tce,5640,101,-113,4.492,0.045,-0.113,0.921,0.131,-0.061,283.42911,47.59251,12.623
7673841,K02585.01,Kepler-392 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,5.34182466,4.11E-05,-4.11E-05,136.3186,6.40E-03,-6.40E-03,0.07,0.38,-0.07,3.577,0.163,-0.163,7.05E+01,4.10E+00,-4.10E+00,0.95,1.40E-01,-1.70E-01,1125,,,379.09,159.1,-140.91,19.2,1,q1_q17_dr25_tce,5767,115,-104,4.287,0.162,-0.108,1.135,0.165,-0.202,288.66077,43.36808,13.455
9827149,K02586.01,Kepler-1282 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.131945045,6.45E-06,-6.45E-06,133.65547,2.68E-03,-2.68E-03,0.209,0.237,-0.209,1.8061,0.0699,-0.0699,2.69E+02,1.34E+01,-1.34E+01,1.66,5.00E-01,-1.70E-01,1418,,,955.16,848.6,-293.98,22.9,1,q1_q17_dr25_tce,5845,162,-223,4.469,0.05,-0.2,1.013,0.305,-0.102,290.17618,46.698341,15.545
5546691,K02587.01,Kepler-1283 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,12.9462567,2.93E-04,-2.93E-04,139.4165,1.83E-02,-1.83E-02,0.109,0.336,-0.109,9.568,0.606,-0.606,1.69E+02,1.27E+01,-1.27E+01,1.13,2.90E-01,-1.00E-01,764,,,80.34,59.91,-22.05,15.7,1,q1_q17_dr25_tce,6058,161,-197,4.54,0.046,-0.184,0.867,0.22,-0.078,295.46234,40.77697,15.079
12156347,K02588.01,Kepler-1687 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.77957133,2.38E-05,-2.38E-05,136.53014,3.60E-03,-3.60E-03,0.946,0.004,-0.656,2.5213,0.085,-0.085,3.97E+02,2.43E+01,-2.43E+01,1.5,8.00E-02,-8.00E-02,598,,,30.22,6.04,-5.21,18.9,1,q1_q17_dr25_tce,4102,81,-81,4.687,0.022,-0.027,0.581,0.031,-0.031,289.74277,50.787041,15.484
8636539,K02656.01,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,6.77367892,6.33E-05,-6.33E-05,138.07568,8.86E-03,-8.86E-03,0.228,0.218,-0.228,3.579,0.209,-0.209,1.51E+02,1.21E+01,-1.21E+01,1.33,4.10E-01,-1.70E-01,1083,,,324.84,289.79,-108.64,15.1,1,q1_q17_dr25_tce,6392,154,-220,4.425,0.065,-0.195,1.072,0.334,-0.134,296.00543,44.71851,15.024
9283156,K02657.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.22402436,3.17E-05,-3.17E-05,132.85379,5.43E-03,-5.43E-03,0.12,0.334,-0.12,2.608,0.151,-0.151,4.81E+01,3.70E+00,-3.70E+00,0.58,5.00E-02,-5.00E-02,941,,,185.16,57.75,-37.44,15.1,1,q1_q17_dr25_tce,5487,109,-109,4.512,0.056,-0.077,0.84,0.085,-0.059,292.76175,45.727242,12.869
8547429,K02658.01,,CANDIDATE,CANDIDATE,0.995,0,0,0,0,11.6601667,1.02E-04,-1.02E-04,140.62189,8.59E-03,-8.59E-03,0.983,0.003,-0.687,5.882,0.361,-0.361,1.81E+02,8.80E+00,-8.80E+00,2.08,3.30E-01,-1.90E-01,834,,,114.36,47.66,-25.61,20.4,1,q1_q17_dr25_tce,5791,78,-86,4.381,0.08,-0.12,1.083,0.172,-0.1,286.22464,44.654469,14.406
8803882,K02659.01,,FALSE POSITIVE,FALSE POSITIVE,0.054,0,1,0,0,89.465468,1.54E-03,-1.54E-03,170.8426,2.19E-02,-2.19E-02,0.931,0.041,-0.663,9.88,2.5,-2.5,6.79E+01,2.37E+01,-2.37E+01,2.57,3.90E-01,-7.20E-01,549,,,21.43,9.53,-11.28,5.7,1,q1_q17_dr25_tce,5192,113,-113,3.773,0.189,-0.081,2.46,0.372,-0.691,284.79694,45.099091,12.998
9893318,K02660.01,Kepler-1307 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.0161227,1.09E-04,-1.09E-04,145.24169,6.14E-03,-6.14E-03,0.023,0.429,-0.023,4.016,0.178,-0.178,5.00E+02,3.49E+01,-3.49E+01,2.39,7.60E-01,-3.30E-01,768,,,82.38,77.53,-29.08,16.7,1,q1_q17_dr25_tce,6245,175,-219,4.406,0.072,-0.217,1.065,0.339,-0.145,292.86984,46.741859,15.394
6864885,K02434.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,40.8777605,4.81E-04,-4.81E-04,163.43477,9.76E-03,-9.76E-03,1.262,71.44,-4.177,9.745,0.49,-0.49,7.19E+02,3.58E+01,-3.58E+01,29.55,9.27E+00,-3.09E+00,526,,,18.15,17.1,-5.43,23.6,1,q1_q17_dr25_tce,5930,178,-196,4.489,0.054,-0.216,0.937,0.294,-0.098,292.35745,42.389149,15.59
5097868,K02435.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,0,6.80243431,6.38E-05,-6.38E-05,132.40355,6.14E-03,-6.14E-03,1,0.022,-0.718,3.817,0.319,-0.319,2.49E+02,1.88E+01,-1.88E+01,2.6,7.20E-01,-2.20E-01,895,,,151.72,123.05,-39.45,14.9,1,q1_q17_dr25_tce,5836,158,-175,4.561,0.046,-0.184,0.816,0.225,-0.07,291.37408,40.263371,15.188
8570333,K02436.01,Kepler-1237 b,CONFIRMED,CANDIDATE,0.982,0,0,0,0,84.5733346,6.54E-04,-6.54E-04,150.152,6.91E-03,-6.91E-03,0.024,0.428,-0.024,5.762,0.193,-0.193,8.92E+02,5.05E+01,-5.05E+01,2.59,5.80E-01,-2.20E-01,366,,,4.26,2.92,-1.13,20.4,1,q1_q17_dr25_tce,5418,164,-180,4.543,0.03,-0.17,0.888,0.198,-0.074,295.62927,44.69062,15.758
8478994,K00245.02,Kepler-37 c,CONFIRMED,CANDIDATE,1,0,0,0,0,21.30181863,7.80E-05,-7.80E-05,191.84136,2.74E-03,-2.74E-03,0.086,0.376,-0.086,3.8763,0.0856,-0.0856,8.73E+01,2.90E+00,-2.90E+00,0.72,3.00E-02,-3.00E-02,564,,,23.89,3.55,-3.14,32.4,2,q1_q17_dr25_tce,5437,73,-81,4.571,0.02,-0.03,0.781,0.034,-0.031,284.05954,44.518215,9.705
5036705,K02437.01,Kepler-1238 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,4.14789051,3.41E-05,-3.41E-05,135.53291,7.74E-03,-7.74E-03,0.878,0.076,-0.664,3.829,0.204,-0.204,1.38E+02,9.90E+00,-9.90E+00,1.93,3.70E-01,-3.00E-01,1389,,,878.32,434.93,-286.13,16.4,1,q1_q17_dr25_tce,6150,79,-79,4.223,0.125,-0.125,1.417,0.272,-0.223,297.90579,40.162861,14.725
9574158,K02512.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,15.92108138,5.04E-05,-5.04E-05,147.0537,2.53E-03,-2.53E-03,0.972,0.009,-0.677,1.5443,0.0849,-0.0849,7.17E+02,5.46E+01,-5.46E+01,3.14,7.70E-01,-3.00E-01,645,,,40.88,29.53,-11.36,16.1,1,q1_q17_dr25_tce,5595,149,-166,4.57,0.04,-0.16,0.82,0.201,-0.08,284.71988,46.25079,15.523
9653622,K02513.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,19.0054098,6.04E-05,-6.04E-05,144.15574,2.66E-03,-2.66E-03,1.228,71.22,-4.989,1.843,0.152,-0.152,5.42E+02,3.50E+01,-3.50E+01,28.47,9.16E+00,-3.65E+00,758,,,78.19,74.12,-26.61,20.2,1,q1_q17_dr25_tce,6347,176,-220,4.423,0.067,-0.202,1.036,0.333,-0.133,293.66885,46.37925,14.839
4391348,K02514.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.96433113,1.61E-05,-1.61E-05,131.65195,7.08E-03,-7.08E-03,0.16,0.309,-0.16,2.381,0.167,-0.167,1.39E+02,1.13E+01,-1.13E+01,1.33,4.60E-01,-1.50E-01,1638,,,1704.63,1739.51,-577.4,14.2,1,q1_q17_dr25_tce,6306,174,-261,4.405,0.073,-0.218,1.121,0.388,-0.129,297.40906,39.490292,15.083
7294743,K02516.01,,CANDIDATE,CANDIDATE,0.992,0,0,0,0,2.81043228,2.12E-05,-2.12E-05,133.40821,6.07E-03,-6.07E-03,0.351,0.115,-0.351,3.874,0.185,-0.185,4.74E+01,3.10E+00,-3.10E+00,1.43,2.40E-01,-3.90E-01,1701,,,1978.53,885.15,-986.59,17.8,1,q1_q17_dr25_tce,5415,81,-72,3.868,0.196,-0.084,2.079,0.349,-0.567,295.45367,42.858799,13.388
8947520,K02517.01,Kepler-1264 b,CONFIRMED,CANDIDATE,0.98,0,0,0,0,0.968527683,2.96E-06,-2.96E-06,131.50954,2.43E-03,-2.43E-03,0.941,0.015,-0.697,1.3672,0.076,-0.076,1.15E+02,8.20E+00,-8.20E+00,1.21,1.60E-01,-5.00E-02,1677,,,1867,656.06,-239.17,16.9,1,q1_q17_dr25_tce,5580,83,-75,4.538,0.02,-0.104,0.886,0.114,-0.036,289.88437,45.211498,14.511
10468885,K02589.01,Kepler-1284 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.664074145,1.53E-06,-1.53E-06,133.40285,1.72E-03,-1.72E-03,0.525,0.38,-0.317,1.0925,0.0599,-0.0599,2.13E+02,1.20E+01,-1.20E+01,1.19,1.60E-01,-9.00E-02,1703,,,1998.48,894.59,-478.26,20.9,1,q1_q17_dr25_tce,5178,155,-139,4.585,0.024,-0.102,0.797,0.107,-0.063,291.27899,47.687649,15.645
12016267,K02590.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,11.7489907,1.40E-04,-1.40E-04,135.68045,9.23E-03,-9.23E-03,0.1228,0.3194,-0.1227,4.043,0.262,-0.262,3.67E+01,3.20E+00,-3.20E+00,1.01,5.30E-01,-2.90E-01,1114,,,363.51,558,-202.31,12.5,,,6440,148,-195,4.081,0.236,-0.273,1.655,0.863,-0.483,293.50702,50.450119,11.638
6765135,K02592.01,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,175.603366,3.23E-03,-3.23E-03,202.3721,1.45E-02,-1.45E-02,0.952,0.013,-0.665,9.543,0.294,-0.294,5.07E+02,3.82E+01,-3.82E+01,2.87,9.50E-01,-3.20E-01,348,,,3.46,3.4,-1.09,14.7,1,q1_q17_dr25_tce,6225,175,-218,4.461,0.056,-0.21,1.009,0.335,-0.112,287.75229,42.244781,15.054
3861595,K00004.01,Kepler-1658 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.849371737,2.34E-06,-2.34E-06,157.526686,4.88E-04,-4.88E-04,0.915,0.02,-0.056,2.632,0.106,-0.106,1.30E+03,1.30E+01,-1.30E+01,12.94,1.80E+00,-4.20E+00,2034,,,4055.29,1643.78,-2336.51,132.7,1,q1_q17_dr25_tce,6244,126,-114,3.657,0.27,-0.09,2.992,0.416,-0.971,294.35654,38.94738,11.432
5725087,K00033.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.366197145,1.03E-06,-1.03E-06,133.55969,2.27E-03,-2.27E-03,0.319,0.167,-0.318,1.2335,0.0877,-0.0877,2.75E+02,2.14E+01,-2.14E+01,51.34,2.15E+00,-1.15E+01,9983,,,2335438.28,407000.24,-1077153.97,16.7,1,q1_q17_dr25_tce,4448,88,-122,1.694,0.033,-0.027,31.5,1.323,-7.056,296.9679,40.926769,11.059
10489206,K00251.01,Kepler-125 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.164384505,2.16E-06,-2.16E-06,171.087935,3.91E-04,-3.91E-04,0.59,0.056,-0.429,1.8464,0.028,-0.028,2.34E+03,2.08E+01,-2.08E+01,2.54,1.90E-01,-2.10E-01,590,,,28.75,7.06,-6.62,132.1,1,q1_q17_dr25_tce,3808,76,-84,4.754,0.036,-0.036,0.508,0.037,-0.042,298.25812,47.604939,14.752
3426367,K02662.01,Kepler-1308 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.10433534,4.47E-06,-4.47E-06,133.31612,1.73E-03,-1.73E-03,0.872,0.049,-0.661,1.1168,0.0649,-0.0649,2.42E+02,1.50E+01,-1.50E+01,0.79,1.10E-01,-8.00E-02,662,,,45.34,17.7,-12.75,20.7,1,q1_q17_dr25_tce,3605,71,-85,4.837,0.038,-0.071,0.433,0.058,-0.048,285.92889,38.520981,14.488
5562090,K02664.01,Kepler-1309 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,28.8431751,2.71E-04,-2.71E-04,143.82307,7.23E-03,-7.23E-03,0.913,0.014,-0.637,3.171,0.196,-0.196,7.57E+02,5.88E+01,-5.88E+01,2.66,3.00E-01,-3.00E-01,491,,,13.77,5.6,-4.15,15,1,q1_q17_dr25_tce,5151,168,-153,4.528,0.082,-0.067,0.785,0.088,-0.088,298.73523,40.76416,15.652
11548140,K00256.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.378649746,4.00E-07,-4.00E-07,169.780113,2.22E-04,-2.22E-04,0.099,0.081,-0.099,1.2232,0.0105,-0.0105,2.25E+04,1.65E+02,-1.65E+02,6.51,5.20E-01,-7.70E-01,734,,,68.34,17.82,-19.72,172.2,1,q1_q17_dr25_tce,3440,68,-75,4.82,0.044,-0.04,0.439,0.035,-0.052,285.18512,49.565369,15.373
12110786,K02665.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.112207126,5.83E-06,-5.83E-06,131.8505,4.59E-03,-4.59E-03,0.402,0.038,-0.402,1.35,0.143,-0.143,5.47E+01,5.40E+00,-5.40E+00,0.73,2.30E-01,-7.00E-02,1797,,,2467.09,2229.27,-707.62,13,1,q1_q17_dr25_tce,6046,162,-180,4.486,0.052,-0.208,0.972,0.3,-0.1,291.5321,50.681599,13.823
5342061,K02666.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,64.034363,1.04E-03,-1.04E-03,159.0432,1.38E-02,-1.38E-02,0.985,67.52,-0.042,9.174,0.555,-0.555,7.59E+02,5.37E+01,-5.37E+01,3.47,8.00E-01,-3.20E-01,411,,,6.72,4.63,-1.76,16.9,1,q1_q17_dr25_tce,5691,155,-155,4.561,0.05,-0.15,0.783,0.181,-0.072,284.11978,40.524281,15.341
3654095,K02667.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.303576682,2.49E-06,-2.49E-06,133.0758,1.66E-03,-1.66E-03,0.08,0.377,-0.08,1.021,0.0638,-0.0638,2.46E+02,1.39E+01,-1.39E+01,1.51,4.50E-01,-1.60E-01,1694,,,1940.45,1738.4,-585.44,22.1,1,q1_q17_dr25_tce,6045,180,-198,4.494,0.052,-0.208,0.955,0.285,-0.102,293.62442,38.732479,14.834
5078939,K02438.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.958577398,8.68E-06,-8.68E-06,132.26115,3.73E-03,-3.73E-03,0.59,0.366,-0.374,2.388,0.123,-0.123,4.53E+02,2.31E+01,-2.31E+01,1.8,3.70E-01,-1.40E-01,1252,,,579.19,380.92,-138.38,24.5,1,q1_q17_dr25_tce,5402,177,-160,4.568,0.034,-0.136,0.816,0.169,-0.06,284.14609,40.272331,15.902
6867555,K02439.01,Kepler-1239 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.19103699,2.85E-05,-2.85E-05,135.21628,4.45E-03,-4.45E-03,0.117,0.324,-0.116,4.222,0.105,-0.105,2.90E+02,1.27E+01,-1.27E+01,1.92,6.40E-01,-2.10E-01,1183,,,462.91,448.36,-152.69,25.2,1,q1_q17_dr25_tce,6321,174,-261,4.417,0.056,-0.224,1.125,0.37,-0.123,293.12738,42.320099,15.438
5339567,K02440.01,Kepler-1240 b,CONFIRMED,CANDIDATE,0.984,0,0,0,0,4.86638504,2.42E-05,-2.42E-05,134.01501,4.01E-03,-4.01E-03,0.176,0.289,-0.176,2.296,0.138,-0.138,1.44E+02,9.90E+00,-9.90E+00,1.32,2.00E-01,-1.80E-01,1121,,,372.7,149.35,-110.83,17.1,1,q1_q17_dr25_tce,5688,77,-77,4.333,0.132,-0.108,1.111,0.169,-0.154,282.99973,40.557449,13.987
